singleton_identity_scope_review_id,current_development_id,current_development_site_id,site_key,site_street,site_city,site_state,site_zip,site_action,adjudicated_development_id,site_decision_reason,site_source_title,site_source_type,site_source_url,site_source_statement,geocoding_query_approval,reviewed_on
SISR_NJ_VILLA_ESPERANZA,DEV_NJA20050130,DEV_NJA20050130_SITE_0001,NJ|262 SHERPARD AVE|NEWARK,262 SHERPARD AVE,NEWARK,NJ,,retain_unresolved_source_site_for_review,DEV_NJA20050130,official_guide_supports_separate_sherpard_property_but_source_range_requires_site_review,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The official guide lists a separate 262-72 Sherpard Avenue apartment property, but the single 262 Sherpard HUD row does not establish a complete site range.",not_approved,2026-08-11
SISR_NJ_ROEBLING,DEV_NJA20123115,DEV_NJA20123115_SITE_0001,NJ|32 RIVERSIDE AVE|FLORENCE,32 RIVERSIDE AVE,FLORENCE,NJ,8518,drop_malformed_redundant_variant,DEV_NJA19970090,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,not_approved,2026-08-11
SISR_NJ_ROEBLING,DEV_NJA20123115,DEV_NJA20123115_SITE_0002,NJ|718 S RTE 130|BURLINGTON,718 S. RTE. 130,BURLINGTON,NJ,08016,drop_wrong_source_site,DEV_NJA19970090,outside_source_confirms_this_is_not_a_valid_site_for_the_adjudicated_property,New Jersey DCA Burlington County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/codes/publications/pdf_guide_2_afford_hsg/burlington.pdf,The official state guide identifies one 14-unit Roebling Village Inn Senior Apartments property at 32 Riverside Avenue. It supports the merge and does not support the 718 South Route 130 source row.,not_approved,2026-08-11
SISR_NJ_SPRINGFIELD,DEV_NJA20123126,DEV_NJA20123126_SITE_0001,NJ|343 359 SPRINGFIELD AVE|NEWARK,343-359 SPRINGFIELD AVE,NEWARK,NJ,07103-2600,drop_malformed_redundant_variant,DEV_NJA20030175,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,The state guide and HUD records identify Springfield Village at 343-359 Springfield Avenue across the original and later financing records.,not_approved,2026-08-11
SISR_NJ_SUMMIT,DEV_NJA20123136,DEV_NJA20123136_SITE_0001,NJ|599 601 20TH ST|IRVINGTON,599-601 20TH ST,IRVINGTON,NJ,07111-4579,drop_malformed_redundant_variant,DEV_NJA20020165,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The state guide lists Summit Apartments at 599 South 20th Street and does not support the broader 599-601 range, so this range variant is not retained.",not_approved,2026-08-11
SISR_NJ_SUMMIT,DEV_NJA20123136,DEV_NJA20123136_SITE_0002,NJ|599 601 S 20TH ST|IRVINGTON,599-601 SOUTH 20TH STREET,IRVINGTON,NJ,7111,drop_malformed_redundant_variant,DEV_NJA20020165,reviewed_duplicate_or_malformed_variant_of_a_retained_site,New Jersey DCA Essex County Affordable Housing Guide,official_state_government,https://www.nj.gov/dca/divisions/codes/publications/pdf_guide_2_afford_hsg/essex.pdf,"The state guide lists Summit Apartments at 599 South 20th Street and does not support the broader 599-601 range, so this range variant is not retained.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0001,NJ|87 89 WAKEMAN AVE BLDG A|NEWARK,87-89 WAKEMAN AVE BLDG. A,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0002,NJ|87 89 WAKEMAN AVE BLDG B|NEWARK,87-89 WAKEMAN AVE BLDG. B,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0003,NJ|87 89 WAKEMAN AVE BLDG C|NEWARK,87-89 WAKEMAN AVE BLDG. C,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0004,NJ|87 89 WAKEMAN AVE BLDG D|NEWARK,87-89 WAKEMAN AVE BLDG. D,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0005,NJ|87 89 WAKEMAN AVE BLDG E|NEWARK,87-89 WAKEMAN AVE BLDG. E,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0006,NJ|87 89 WAKEMAN AVE BLDG F|NEWARK,87-89 WAKEMAN AVE BLDG. F,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0007,NJ|87 89 WAKEMAN AVE BLDG G|NEWARK,87-89 WAKEMAN AVE BLDG. G,NEWARK,NJ,7107,retain_unresolved_source_site_for_review,DEV_NJA19950125,property_identity_is_resolved_but_component_address_is_not_independently_verified,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NJ_WAKEMAN,DEV_NJA20123140,DEV_NJA20123140_SITE_0008,NJ|87 89 WAKEMAN AVE|NEWARK,87-89 WAKEMAN AVE,NEWARK,NJ,07104-2858,drop_malformed_redundant_variant,DEV_NJA19950125,generic_range_duplicates_the_retained_building_suffix_rows,Wakeman Square owner and manager site,property_owner_manager_site,https://www.wakemansquare.com/,"The owner-manager site identifies one Wakeman Square community at 87-89 Wakeman Avenue. It supports merging the address-named, named, and later financing records while leaving building-suffix rows unresolved.",not_approved,2026-08-11
SISR_NV_NORTH_SAMPLE,DEV_NVA00000178,DEV_NVA00000178_SITE_0001,NV|111111222222|CARSON CITY,111111222222,CARSON CITY,NV,89601-0000,drop_wrong_source_site,DEV_NVA00000178,invalid_synthetic_or_wrong_source_address_not_a_physical_site,Exact-name and malformed-address web search: North Sample,documented_web_search_no_reliable_property_match,https://www.google.com/search?q=%22NORTH+SAMPLE%22+%22111111222222%22+Nevada+housing,"An exact-name and exact malformed-address search returned no public Nevada housing property match on 2026-08-11; together with the synthetic name, malformed numeric address, and zero counts, this supports exclusion as a test-style row rather than a physical property.",not_approved,2026-08-11
SISR_NY_EVANELL_COMPONENT,DEV_NYC00000020,DEV_NYC00000020_SITE_0001,NY|575 SOUTHERN BLVD|BRONX,575 SOUTHERN BLVD,BRONX,NY,10455,keep_verified_physical_site,DEV_NYC00000020,official_hdc_source_supports_575_southern_as_the_physical_component,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,NYC HDC identifies Aurea as an 85-unit financing covering 575 Southern Boulevard and 582-588 Union Avenue on two tax lots; the older Evanell record covers only 575 Southern Boulevard.,not_approved,2026-08-11
SISR_NY_AUREA_UMBRELLA,DEV_NYC20124005,DEV_NYC20124005_SITE_0001,NY|575 SOUTHERN BLVD|BRONX,575 SOUTHERN BOULEVARD,BRONX,NY,10455,keep_nonphysical_bridge_site,DEV_NYC20124005,official_hdc_source_supports_this_as_a_component_of_the_two_lot_financing_bridge,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,"NYC HDC identifies Aurea as one 85-unit financing across two tax lots and addresses, including the older Evanell component at 575 Southern Boulevard.",not_approved,2026-08-11
SISR_NY_AUREA_UMBRELLA,DEV_NYC20124005,DEV_NYC20124005_SITE_0002,NY|582 588 UNION AVE|BRONX,582-588 UNION AVENUE,BRONX,NY,10455,keep_nonphysical_bridge_site,DEV_NYC20124005,official_hdc_source_supports_this_as_a_component_of_the_two_lot_financing_bridge,"NYC HDC Notice of Public Hearing, February 5 2021",official_local_housing_finance_agency,https://www.nychdc.com/sites/default/files/2021-02/Notice-of-Public-Hearing-02-05-21.pdf,"NYC HDC identifies Aurea as one 85-unit financing across two tax lots and addresses, including the older Evanell component at 575 Southern Boulevard.",not_approved,2026-08-11
SISR_OH_NORTHVIEW_14854,DEV_OHA19880405,DEV_OHA19880405_SITE_0001,OH|14854 NORTHVIEW DR|MIDDLEFIELD,14854 NORTHVIEW DR,MIDDLEFIELD,OH,44062,keep_verified_physical_site,DEV_OHA19880405,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,"Village of Middlefield January 10, 2019 packet",official_local_government,https://www.middlefieldohio.com/wp-content/uploads/2019/02/1-10-2019-Packet-Revised.pdf,"The official Village packet lists Northview Apts at 14854 Northview, verifying this exact site.",not_approved,2026-08-11
SISR_OH_NORTHVIEW_14855,DEV_OHA19900265,DEV_OHA19900265_SITE_0001,OH|14855 NORTHVIEW DR|MIDDLEFIELD,14855 NORTHVIEW DR,MIDDLEFIELD,OH,44062,keep_verified_physical_site,DEV_OHA19900265,official_local_source_verifies_lakeview_village_at_exact_address,Village of Middlefield Senior Housing Information,official_local_government,https://www.middlefieldohio.com/community/seniors/,"The Village of Middlefield identifies Lakeview Village Senior Housing at 14855 Northview Drive, verifying this exact site.",not_approved,2026-08-11
SISR_OH_CLUB_SPRING_VALLEY,DEV_OHA19960058,DEV_OHA19960058_SITE_0001,OH|3091 SAGEBROOK DR|MIAMISBURG,3091 SAGEBROOK DR,MIAMISBURG,OH,45342,keep_verified_physical_site,DEV_OHA19960058,outside_source_supports_this_canonical_physical_site,Dayton Area Housing Needs Assessment,official_local_government,https://www.daytonohio.gov/DocumentCenter/View/13851/Bowen-Housing-Needs-Assessment-June-2021,The regional assessment lists Preserve at Sagebrook at 3091 Sagebrook Drive with 336 units; a business record identifies Club at Spring Valley as an alternate name at that address.,not_approved,2026-08-11
SISR_OH_CLUB_SPRING_VALLEY,DEV_OHA19989259,DEV_OHA19989259_SITE_0001,OH|9453 EASTBROOK DR|MIAMISBURG,9453 EASTBROOK DR,MIAMISBURG,OH,45342,drop_wrong_source_site,DEV_OHA19960058,outside_source_confirms_this_is_not_a_valid_site_for_the_adjudicated_property,Dayton Area Housing Needs Assessment,official_local_government,https://www.daytonohio.gov/DocumentCenter/View/13851/Bowen-Housing-Needs-Assessment-June-2021,The regional assessment lists Preserve at Sagebrook at 3091 Sagebrook Drive with 336 units; a business record identifies Club at Spring Valley as an alternate name at that address.,not_approved,2026-08-11
SISR_TN_WILLOW_POINTE,DEV_TNA19960800,DEV_TNA19960800_SITE_0001,TN|120 HICKORY HOLLOW TER|NASHVILLE,120 HICKORY HOLLOW TER,NASHVILLE,TN,,retain_unresolved_source_site_for_review,DEV_TNA19960115,official_mdha_source_reports_1200_hickory_hollow_not_the_inherited_120_address,Metropolitan Development and Housing Agency voucher landlord list,official_local_housing_agency,https://www.nashville-mdha.org/wp-content/uploads/2024/04/Landlords-That-Accept-Section-8-Vouchers.pdf,"MDHA identifies Willow Pointe Apartments at 1200 Hickory Hollow Terrace, so the inherited 120 Hickory Hollow Terrace source site remains unresolved.",not_approved,2026-08-11
SISR_TX_TRINITY_OAKS,DEV_TXA00000091,DEV_TXA00000091_SITE_0001,TX|600 WOODLAWN ST|SULPHUR SPRINGS,600 WOODLAWN ST,SULPHUR SPRINGS,TX,75482,drop_malformed_redundant_variant,DEV_TXA19910485,reviewed_duplicate_or_malformed_variant_of_a_retained_site,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA identifies Trinity Oaks as one 48-unit development in two contiguous 24-unit phases at 600 and 610 Woodlawn Street.,not_approved,2026-08-11
SISR_TX_GARDEN_WALK,DEV_TXA00000304,DEV_TXA00000304_SITE_0001,TX|303 N SMITH ST|WEIMAR,303 N SMITH ST,WEIMAR,TX,78962,drop_malformed_redundant_variant,DEV_TXA19950485,reviewed_duplicate_or_malformed_variant_of_a_retained_site,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,TDHCA sponsor reports and HUD records identify the 16-unit property at 303 North Smith Street under the Garden Walk and Willows Bend names.,not_approved,2026-08-11
SISR_TX_TRINITY_OAKS,DEV_TXA19910485,DEV_TXA19910485_SITE_0001,TX|600 WOODLAWN ST|SULPHUR SPRINGS,600 WOODLAWN ST,SULPHUR SPRINGS,TX,75482,keep_verified_physical_site,DEV_TXA19910485,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA identifies Trinity Oaks as one 48-unit development in two contiguous 24-unit phases at 600 and 610 Woodlawn Street.,not_approved,2026-08-11
SISR_TX_TRINITY_OAKS,DEV_TXA19910485,DEV_TXA19910485_SITE_0002,TX|610 WOODLAWN ST|SULPHUR SPRINGS,610 WOODLAWN ST,SULPHUR SPRINGS,TX,75482,keep_verified_physical_site,DEV_TXA19910485,public_source_supports_site_as_a_component_of_the_reviewed_physical_property,"TDHCA Board Book, November 5 2020",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/201105-book-201030.pdf,TDHCA identifies Trinity Oaks as one 48-unit development in two contiguous 24-unit phases at 600 and 610 Woodlawn Street.,not_approved,2026-08-11
SISR_TX_GARDEN_WALK,DEV_TXA19950485,DEV_TXA19950485_SITE_0001,TX|303 N SMITH ST|WEIMAR,303 N SMITH ST,WEIMAR,TX,78962,keep_verified_physical_site,DEV_TXA19950485,outside_source_supports_this_canonical_physical_site,TDHCA Housing Sponsor Report,official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/housing-center/docs/12-HSR.pdf,TDHCA sponsor reports and HUD records identify the 16-unit property at 303 North Smith Street under the Garden Walk and Willows Bend names.,not_approved,2026-08-11
SISR_TX_SAVANNAHPARK,DEV_TXA20157575,DEV_TXA20157575_SITE_0001,TX|1208 3RD ST|ABERNATHY,1208 3RD ST,ABERNATHY,TX,79311,keep_nonphysical_bridge_site,DEV_TXA20157575,retain_source_site_only_as_an_episode_to_property_bridge_candidate,"TDHCA Board Book, July 31 2014 Supplement",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/140731-supplement-140728.pdf,TDHCA application 14100 identifies one acquisition-rehabilitation financing across three noncontiguous properties in three cities.,not_approved,2026-08-11
SISR_TX_SAVANNAHPARK,DEV_TXA20157575,DEV_TXA20157575_SITE_0002,TX|121 5TH ST|LEXINGTON,121 5TH ST,LEXINGTON,TX,78947,keep_nonphysical_bridge_site,DEV_TXA20157575,retain_source_site_only_as_an_episode_to_property_bridge_candidate,"TDHCA Board Book, July 31 2014 Supplement",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/140731-supplement-140728.pdf,TDHCA application 14100 identifies one acquisition-rehabilitation financing across three noncontiguous properties in three cities.,not_approved,2026-08-11
SISR_TX_SAVANNAHPARK,DEV_TXA20157575,DEV_TXA20157575_SITE_0003,TX|905 S PANNA MARIA AVE|KARNES CITY,905 S PANNA MARIA AVE,KARNES CITY,TX,78118,keep_nonphysical_bridge_site,DEV_TXA20157575,retain_source_site_only_as_an_episode_to_property_bridge_candidate,"TDHCA Board Book, July 31 2014 Supplement",official_state_housing_agency,https://www.tdhca.texas.gov/sites/default/files/board/books/140731-supplement-140728.pdf,TDHCA application 14100 identifies one acquisition-rehabilitation financing across three noncontiguous properties in three cities.,not_approved,2026-08-11
