review_index,development_id,review_category,development_name,development_city,development_state,n_project_episodes,first_pis_year,last_pis_year,development_linkage_basis,episode_unit_totals,episode_low_income_unit_totals,state_ids,primary_addresses,pass1_decision,pass1_reason_code,pass1_notes,pass1_reviewed_on,pass2_decision,pass2_reason_code,pass2_search_engine,pass2_search_url,pass2_source_1_title,pass2_source_1_type,pass2_source_1_url,pass2_source_2_title,pass2_source_2_type,pass2_source_2_url,pass2_notes,pass2_reviewed_on,final_decision,final_reason_code,final_notes,final_reviewed_on
11,DEV_NCA19920090,candidate_one_unit_fragments,BERKSHIRE DOWNS WEST,RALEIGH,NC,2,1992,1992,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,616|9002006,8102 FARMLEA CIR|8102 FARMLEA CIRCLE,accept,same_named_scattered_site_development,"Internal HUD read: NCA19920090 (PIS 1992, state ID 616, units 1); NCA19929014 (PIS 1992, state ID 9002006, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22BERKSHIRE%20DOWNS%20WEST%22%20%22RALEIGH%22%20%228102%20FARMLEA%20CIR%22%20affordable%20housing,"Berkshire Downs West | Affordable Housing in Raleigh, NC Affordable Housing Hub https://affordablehousinghub.org › ... › Raleigh",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/wake/raleigh/berkshire-downs-west-18939-lihtc,"Berkshire Downs West - Affordable Housing in Raleigh, NC | Section ... section8search.org https://section8search.org › North Carolina › RALEIGH",housing_directory_or_other_web_source,https://section8search.org/north-carolina/raleigh/berkshire-downs-west/eufmafxo1380cmibww914i1j,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
12,DEV_NCA19920095,candidate_one_unit_fragments,BERKSHIRE DOWNS WEST SUBDIVISION,RALEIGH,NC,2,1992,1992,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,617|9002074,8104 FARMLEA CIR|8104 FARMLEA CIRCLE,accept,same_named_scattered_site_development,"Internal HUD read: NCA19920095 (PIS 1992, state ID 617, units 1); NCA19929015 (PIS 1992, state ID 9002074, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22BERKSHIRE%20DOWNS%20WEST%20SUBDIVISION%22%20%22RALEIGH%22%20%228104%20FARMLEA%20CIR%22%20affordable%20housing,Berkshire Downs West Subdivision | Affordable Housing in ... Affordable Housing Hub https://affordablehousinghub.org › ... › Raleigh,housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/berkshire-downs-west-subdivision-18940-lihtc,Berkshire Downs West Subdivision - Raleigh Affordable Housing Hub https://affordablehousinghub.org › ... › Raleigh,housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/wake/raleigh/berkshire-downs-west-subdivision-20463-lihtc,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
13,DEV_NCA19930140,candidate_one_unit_fragments,BERN STREET HOUSING,NEW BERN,NC,2,1993,1993,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,9001607|941,706 BERN ST|706 BERN STREET,accept,same_named_scattered_site_development,"Internal HUD read: NCA19930140 (PIS 1993, state ID 941, units 1); NCA19939020 (PIS 1993, state ID 9001607, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22BERN%20STREET%20HOUSING%22%20%22NEW%20BERN%22%20%22706%20BERN%20ST%22%20affordable%20housing,"Bern Street Housing | Affordable Housing in New Bern, NC Affordable Housing Hub https://affordablehousinghub.org › ... › New Bern",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/craven-county/new-bern/bern-street-housing-20275-lihtc,"Bern Street Housing - Affordable Housing in New Bern, NC | Section ... section8search.org https://section8search.org › North Carolina › NEW BERN",housing_directory_or_other_web_source,https://section8search.org/north-carolina/new-bern/bern-street-housing/o103lsybcefsvk1em6cpimhp,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
14,DEV_NCA19910050,candidate_one_unit_fragments,BOOKER ST APTS,GREENSBORO,NC,2,1991,1991,normalized_name_identical_multisite_set,1,1,726|9000843,607 BOOKER ST|607 S BOOKER ST,accept,same_named_scattered_site_development,"Internal HUD read: NCA19910050 (PIS 1991, state ID 726, units 1); NCA19919008 (PIS 1991, state ID 9000843, units 1). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22BOOKER%20ST%20APTS%22%20%22GREENSBORO%22%20%22607%20BOOKER%20ST%22%20affordable%20housing,"Booker St Apts - Affordable Housing in Greensboro, NC Affordable Housing Heroes https://affordablehousingheroes.com › north-carolina › b...",housing_directory_or_other_web_source,https://affordablehousingheroes.com/listings/north-carolina/greensboro/booker-st-apts/joyopqb81jmtuwk3f5hx9y68,Booker St Apts - UsLowCostHousing - Find Section 8 Housing Near ... UsLowCostHousing https://s8.uslowcosthousing.com › ... › Greensboro,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/greensboro/booker-st-apts-32389/,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
15,DEV_NCA19900175,candidate_one_unit_fragments,CHILDRESS PROPERTY,GREENSBORO,NC,2,1990,1990,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,573|9001633,3901 HONAN DR|3901 HONAN DRIVE,accept,same_named_scattered_site_development,"Internal HUD read: NCA19900175 (PIS 1990, state ID 573, units 1); NCA19909010 (PIS 1990, state ID 9001633, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22CHILDRESS%20PROPERTY%22%20%22GREENSBORO%22%20%223901%20HONAN%20DR%22%20affordable%20housing,"Childress Property | Affordable Housing in Greensboro, NC Affordable Housing Hub https://affordablehousinghub.org › ... › Greensboro",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/guilford-county/greensboro/childress-property-19001-lihtc,Childress Property - UsLowCostHousing - Find Section 8 Housing ... UsLowCostHousing https://s8.uslowcosthousing.com › ... › Greensboro,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/greensboro/childress-property-32396/,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
16,DEV_NCA19920135,candidate_one_unit_fragments,COURTNEY LANE,RALEIGH,NC,2,1992,1992,normalized_name_identical_multisite_set,1,1,9002028|9002068,4707 COURTNEY LANE|4717 COURTNEY LANE,accept,same_named_scattered_site_development,"Internal HUD read: NCA19920135 (PIS 1992, state ID 9002028, units 1); NCA19929022 (PIS 1992, state ID 9002068, units 1). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22COURTNEY%20LANE%22%20%22RALEIGH%22%20%224707%20COURTNEY%20LANE%22%20affordable%20housing,Courtney Lane - UsLowCostHousing - Find Section 8 Housing Near ... UsLowCostHousing https://s8.uslowcosthousing.com › ... › Raleigh,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/raleigh/courtney-lane-33513/,Courtney Lane Townhomes - UsLowCostHousing UsLowCostHousing https://s8.uslowcosthousing.com › ... › Raleigh,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/raleigh/courtney-lane-townhomes-33509/,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
17,DEV_NCA19920130,candidate_one_unit_fragments,COURTNEY LANE TOWNHOMES,RALEIGH,NC,11,1992,1992,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,713|714|718|720|721|722|9001925|9001953|9001954|9002027|9002029,4701 COURTNEY LANE|4701 COURTNEY LN|4703 COURTNEY LANE|4703 COURTNEY LN|4705 COURTNEY LANE|4705 COURTNEY LN|4707 COURTNEY LN|4715 COURTNEY LANE|4715 COURTNEY LN|4719 COURTNEY LANE|4719 COURTNEY LN,accept,same_named_scattered_site_development,"Internal HUD read: NCA19920130 (PIS 1992, state ID 722, units 1); NCA19920140 (PIS 1992, state ID 713, units 1); NCA19920145 (PIS 1992, state ID 714, units 1); NCA19920150 (PIS 1992, state ID 721, units 1); NCA19920155 (PIS 1992, state ID 718, units 1); NCA19920160 (PIS 1992, state ID 720, units 1); NCA19929023 (PIS 1992, state ID 9002029, units 1); NCA19929024 (PIS 1992, state ID 9001925, units 1); NCA19929025 (PIS 1992, state ID 9002027, units 1); NCA19929026 (PIS 1992, state ID 9001953, units 1); NCA19929027 (PIS 1992, state ID 9001954, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 11.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22COURTNEY%20LANE%20TOWNHOMES%22%20%22RALEIGH%22%20%224701%20COURTNEY%20LANE%22%20affordable%20housing,"Courtney Lane Townhomes - Affordable Housing in Raleigh, NC ... section8search.org https://section8search.org › North Carolina › RALEIGH",housing_directory_or_other_web_source,https://section8search.org/north-carolina/raleigh/courtney-lane-townhomes/iewn8dwnqwdawasp0ny2szzy,Courtney Lane Townhomes - UsLowCostHousing UsLowCostHousing https://s8.uslowcosthousing.com › ... › Raleigh,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/raleigh/courtney-lane-townhomes-33511/,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
18,DEV_NCA19910080,candidate_one_unit_fragments,EASTERN OAKS,GREENSBORO,NC,4,1991,1992,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,674|678|9001544|9001590,302 AUNT MARY AVE|8 QUAD OAK DR,accept,same_named_scattered_site_development,"Internal HUD read: NCA19910080 (PIS 1991, state ID 674, units 1); NCA19919014 (PIS 1991, state ID 9001590, units 1); NCA19920170 (PIS 1992, state ID 678, units 1); NCA19929029 (PIS 1992, state ID 9001544, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22EASTERN%20OAKS%22%20%22GREENSBORO%22%20%22302%20AUNT%20MARY%20AVE%22%20affordable%20housing,"Eastern Oaks - Affordable Housing in Greensboro, NC | Section 8 ... section8search.org https://section8search.org › ... › GREENSBORO",housing_directory_or_other_web_source,https://section8search.org/north-carolina/greensboro/eastern-oaks/c53q6qvaebku1jyb4gn2dwaz,"Eastern Oaks | Affordable Housing in Greensboro, NC Affordable Housing Hub https://affordablehousinghub.org › ... › Greensboro",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/guilford/greensboro/eastern-oaks-18730-lihtc,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
19,DEV_NCA19900205,candidate_one_unit_fragments,ENGLISH ST APTS,GREENSBORO,NC,2,1990,1990,normalized_name_identical_multisite_set,1,1,574|9000851,1014 ENGLISH ST|1014 S ENGLISH ST,accept,same_named_scattered_site_development,"Internal HUD read: NCA19900205 (PIS 1990, state ID 574, units 1); NCA19909011 (PIS 1990, state ID 9000851, units 1). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 2.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22ENGLISH%20ST%20APTS%22%20%22GREENSBORO%22%20%221014%20ENGLISH%20ST%22%20affordable%20housing,"English St Apts - Affordable Housing in Greensboro, NC Affordable Housing Heroes https://affordablehousingheroes.com › north-carolina › e...",housing_directory_or_other_web_source,https://affordablehousingheroes.com/listings/north-carolina/greensboro/english-st-apts/djihoh1fsw79wu242a857r7i,English St Apts - UsLowCostHousing - Find Section 8 Housing Near ... UsLowCostHousing https://s8.uslowcosthousing.com › ... › Greensboro,housing_directory_or_other_web_source,https://s8.uslowcosthousing.com/state/nc/greensboro/english-st-apts-32413/,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
20,DEV_NCA19910110,candidate_one_unit_fragments,FOX HOLLOW,RALEIGH,NC,5,1991,1992,normalized_name_identical_multisite_set,1,1,9001941|9001969|9001970|9001971|9001996,1714 FOX HOLLOW DR|1721 FOX HOLLOW DR|1807 FOX HOLLOW DR|2801 FERRET CT|2803 FERRET CT,accept,same_named_scattered_site_development,"Internal HUD read: NCA19910110 (PIS 1991, state ID 9001996, units 1); NCA19919019 (PIS 1991, state ID 9001969, units 1); NCA19919020 (PIS 1991, state ID 9001970, units 1); NCA19920190 (PIS 1992, state ID 9001971, units 1); NCA19929033 (PIS 1992, state ID 9001941, units 1). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 5.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22FOX%20HOLLOW%22%20%22RALEIGH%22%20%221714%20FOX%20HOLLOW%20DR%22%20affordable%20housing,"Fox Hollow | Affordable Housing in Raleigh, NC Affordable Housing Hub https://affordablehousinghub.org › ... › Raleigh",housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/fox-hollow-18878-lihtc,"Fox Hollow - Affordable Housing in Raleigh, NC | Section 8 Search section8search.org https://section8search.org › North Carolina › RALEIGH",housing_directory_or_other_web_source,https://section8search.org/north-carolina/raleigh/fox-hollow/y3qhji5c6v0kv0awjsl6hb92,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
21,DEV_NCA19910125,candidate_one_unit_fragments,FOX HOLLOW APTS,RALEIGH,NC,10,1991,1991,normalized_name_identical_multisite_set,1,1,9001754|9001943|9001944|9001945|9001946|9001947|9001948|9002066|9002275|9002276,2707 BIG OAK ST|2708 BIG OAK ST|2709 BIG OAK ST|2710 BIG OAK ST|2711 BIG OAK ST|2712 BIG OAK ST|2713 BIG OAK ST|2714 BIG OAK ST|2715 BIG OAK ST|2717 BIG OAK ST,accept,same_named_scattered_site_development,"Internal HUD read: NCA19910125 (PIS 1991, state ID 9002276, units 1); NCA19910130 (PIS 1991, state ID 9002066, units 1); NCA19910135 (PIS 1991, state ID 9001943, units 1); NCA19910140 (PIS 1991, state ID 9001944, units 1); NCA19910145 (PIS 1991, state ID 9002275, units 1); NCA19910150 (PIS 1991, state ID 9001754, units 1); NCA19910155 (PIS 1991, state ID 9001945, units 1); NCA19910160 (PIS 1991, state ID 9001946, units 1); NCA19910165 (PIS 1991, state ID 9001947, units 1); NCA19910170 (PIS 1991, state ID 9001948, units 1). Link evidence: normalized_name_identical_multisite_set. Distinct published primary-address strings: 10.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22FOX%20HOLLOW%20APTS%22%20%22RALEIGH%22%20%222707%20BIG%20OAK%20ST%22%20affordable%20housing,"Fox Hollow Apts - Affordable Housing in Raleigh, NC Affordable Housing Heroes https://affordablehousingheroes.com › north-carolina › f...",housing_directory_or_other_web_source,https://affordablehousingheroes.com/listings/north-carolina/raleigh/fox-hollow-apts/iw9qkff8lyw4bimr88e18uf0/,"Fox Hollow Apts - Affordable Housing in Raleigh, NC | Section 8 ... section8search.org https://section8search.org › North Carolina › RALEIGH",housing_directory_or_other_web_source,https://section8search.org/north-carolina/raleigh/fox-hollow-apts/iw9qkff8lyw4bimr88e18uf0,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
22,DEV_NCA19910185,candidate_one_unit_fragments,FOX HOLLOW SUBDIVISION,RALEIGH,NC,29,1991,1992,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,598|611|629|630|658|659|662|9000884|9000885|9000886|9000887|9000888|9000899|9000900|9001959|9001960|9001961|9001962|9001963|9001964|9001965|9001966|9001967|9001968|9001973|9001974|9001975|9001976|9001992,1708 FOX HOLLOW DR|1710 FOX HOLLOW DR|1716 FOX HOLLOW DR|1718 FOX HOLLOW DR|1719 FOX HOLLOW DR|1720 FOX HOLLOW DR|1722 FOX HOLLOW DR|1723 FOX HOLLOW DR|1725 FOX HOLLOW DR|1801 FOX HOLLOW DR|1803 FOX HOLLOW DR|1805 FOX HOLLOW DR|2704 FOXTAIL COURT|2705 FOX TAIL CT|2705 FOXTAIL COURT|2706 FOXTAIL CT|2707 FOX TAIL CT|2709 FOX TAIL CT|2709 FOXTAIL CT|2711 FOX TAIL CT|2711 FOXTAIL CT|2727 BIG OAK ST|2727 BIG OAK STREET|2729 BIG OAK ST|2805 FERRET CT|2807 FERRET CT|2809 FERRET CT|2811 FERRET COURT|2811 FERRET CT,accept,same_named_scattered_site_development,"Internal HUD read: NCA19910185 (PIS 1991, state ID 9001966, units 1); NCA19910200 (PIS 1991, state ID 9001964, units 1); NCA19910205 (PIS 1991, state ID 9001992, units 1); NCA19910210 (PIS 1991, state ID 598, units 1); NCA19910215 (PIS 1991, state ID 611, units 1); NCA19919031 (PIS 1991, state ID 9000884, units 1); NCA19919032 (PIS 1991, state ID 9000886, units 1); NCA19919035 (PIS 1991, state ID 9001965, units 1); NCA19919037 (PIS 1991, state ID 9001963, units 1); NCA19919038 (PIS 1991, state ID 9001962, units 1); NCA19920220 (PIS 1992, state ID 9000899, units 1); NCA19920225 (PIS 1992, state ID 9000900, units 1); NCA19920230 (PIS 1992, state ID 9001975, units 1); NCA19920235 (PIS 1992, state ID 659, units 1); NCA19920240 (PIS 1992, state ID 9001976, units 1); NCA19920245 (PIS 1992, state ID 662, units 1); NCA19920250 (PIS 1992, state ID 629, units 1); NCA19920255 (PIS 1992, state ID 630, units 1); NCA19920275 (PIS 1992, state ID 658, units 1); NCA19929036 (PIS 1992, state ID 9000888, units 1); NCA19929039 (PIS 1992, state ID 9001959, units 1); NCA19929040 (PIS 1992, state ID 9001960, units 1); NCA19929041 (PIS 1992, state ID 9001961, units 1); NCA19929042 (PIS 1992, state ID 9001967, units 1); NCA19929043 (PIS 1992, state ID 9001968, units 1); NCA19929044 (PIS 1992, state ID 9001973, units 1); NCA19929045 (PIS 1992, state ID 9001974, units 1); NCA19929048 (PIS 1992, state ID 9000885, units 1); NCA19929049 (PIS 1992, state ID 9000887, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 29.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22FOX%20HOLLOW%20SUBDIVISION%22%20%22RALEIGH%22%20%221708%20FOX%20HOLLOW%20DR%22%20affordable%20housing,"Fox Hollow Subdivision - Affordable Housing in Raleigh, NC Affordable Housing Heroes https://affordablehousingheroes.com › north-carolina › f...",housing_directory_or_other_web_source,https://affordablehousingheroes.com/listings/north-carolina/raleigh/fox-hollow-subdivision/gtn3ea46hn13o142xanrzoqe/,"Fox Hollow Subdivision - Affordable Housing in Raleigh, NC ... section8search.org https://section8search.org › North Carolina › RALEIGH",housing_directory_or_other_web_source,https://section8search.org/north-carolina/raleigh/fox-hollow-subdivision/ussgcrw7hakksecmpvhzm817,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,same_named_scattered_site_development,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
23,DEV_NCA19900215,candidate_one_unit_fragments,FRANKLIN BLVD PROJECT,GREENSBORO,NC,2,1990,1990,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,548|9001634,615 FRANKLIN BLVD,accept,duplicate_hud_records,"Internal HUD read: NCA19900215 (PIS 1990, state ID 548, units 1); NCA19909012 (PIS 1990, state ID 9001634, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22FRANKLIN%20BLVD%20PROJECT%22%20%22GREENSBORO%22%20%22615%20FRANKLIN%20BLVD%22%20affordable%20housing,Franklin Blvd Project - Greensboro - Affordable Housing Hub Affordable Housing Hub https://affordablehousinghub.org › ... › Greensboro,housing_directory_or_other_web_source,https://affordablehousinghub.org/housing/north-carolina/guilford-county/greensboro/franklin-blvd-project-19616-lihtc,"Franklin Blvd Project - Affordable Housing in Greensboro, NC ... section8search.org https://section8search.org › ... › GREENSBORO",housing_directory_or_other_web_source,https://section8search.org/north-carolina/greensboro/franklin-blvd-project/ft1krrxhcz12jfvyo7hzk3he,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_hud_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
24,DEV_NCA19900230,candidate_one_unit_fragments,HEATH STREET PROJECT,GREENSBORO,NC,2,1990,1990,normalized_name_identical_multisite_set+normalized_name_standardized_primary_address,1,1,580|9001622,3803 HEATH ST,accept,duplicate_hud_records,"Internal HUD read: NCA19900230 (PIS 1990, state ID 580, units 1); NCA19909013 (PIS 1990, state ID 9001622, units 1). Link evidence: normalized_name_identical_multisite_set+normalized_name_standardized_primary_address. Distinct published primary-address strings: 1.",2026-08-09,accept,external_property_identity_consistent,Google,https://www.google.com/search?q=%22HEATH%20STREET%20PROJECT%22%20%22GREENSBORO%22%20%223803%20HEATH%20ST%22%20affordable%20housing,"Heath Street Project - Affordable Housing in Greensboro, NC ... section8search.org https://section8search.org › north-carolina › heath-street...",housing_directory_or_other_web_source,https://section8search.org/north-carolina/greensboro/heath-street-project/w42ov1prg37lvqk0hme01bxy,"Heath Street Project - Affordable Housing in Greensboro, NC ... section8search.org https://section8search.org › north-carolina › heath-street...",housing_directory_or_other_web_source,https://section8search.org/north-carolina/greensboro/heath-street-project/ppuz0jgzckro9ebod198z4lb,Outside read via Google: a property-specific source identifies the matched name and location. This outside evidence is used for linkage only; it does not adjudicate the conflicting or repeated unit totals.,2026-08-09,accept,duplicate_hud_records,Accept the provisional linkage as one physical development. Preserve the component HUD records as project episodes. Unit aggregation is a separate unresolved decision.,2026-08-09
